,order_date
42933,8
42934,6
42935,6
42936,10
42937,10
42938,10
42939,6
42940,9
42941,10
42942,7
42943,5
42944,12
42945,8
42946,12
42947,4
42948,10
42949,1
42950,11
42951,6
42952,4
42953,10
42954,10
42955,5
42956,2
42957,2
42958,9
42959,4
42960,11
42961,5
42962,3
42963,7
42964,12
42965,4
42966,6
42967,4
42968,10
42969,10
42970,8
42971,1
42972,12
42973,9
42974,8
42975,5
42976,1
42977,2
42978,9
42979,4
42980,7
42981,9
42982,8
42983,12
42984,9
42985,9
42986,10
42987,11
42988,10
42989,3
42990,8
42991,10
42992,5
42993,10
42994,4
42995,2
42996,11
42997,10
42998,8
42999,10
43000,2
43001,5
43002,6
43003,11
43004,5
43005,3
43006,6
43007,9
43008,8
43009,10
43010,10
43011,11
43012,1
43013,9
43014,4
43015,10
43016,6
43017,5
43018,8
43019,1
43020,8
43021,10
43022,11
43023,8
43024,1
43025,1
43026,11
43027,7
43028,8
43029,9
43030,4
43031,1
43032,1
43033,6
43034,6
43035,2
43036,8
43037,1
43038,12
43039,4
43040,4
43041,3
43042,1
43043,11
43044,8
43045,6
43046,8
43047,5
43048,10
43049,1
43050,8
43051,2
43052,6
43053,3
43054,3
43055,9
43056,3
43057,5
43058,1
43059,3
43060,8
43061,11
43062,12
43063,6
43064,7
43065,11
43066,7
43067,12
43068,5
43069,5
43070,12
43071,3
43072,7
43073,3
43074,3
43075,12
43076,9
43077,9
43078,3
43079,6
43080,12
43081,9
43082,2
43083,7
43084,2
43085,3
43086,2
43087,3
43088,5
43089,10
43090,4
43091,10
43092,11
43093,9
43094,8
43095,11
43096,12
43097,7
43098,12
43099,8
43100,5
43101,2
43102,6
43103,10
43104,11
43105,12
43106,12
43107,12
43108,6
43109,12
43110,9
43111,9
43112,9
43113,11
43114,1
43115,11
43116,11
43117,8
43118,7
43119,4
43120,9
43121,9
43122,1
43123,9
43124,10
43125,9
43126,11
43127,8
43128,2
43129,5
43130,10
43131,5
43132,3
43133,11
43134,12
43135,12
43136,6
43137,1
43138,2
43139,4
43140,11
43141,4
43142,5
43143,6
43144,8
43145,1
43146,11
43147,2
43148,8
43149,5
43150,8
43151,3
43152,11
43153,4
43154,4
43155,6
43156,3
43157,2
43158,11
43159,2
43160,9
43161,6
43162,2
43163,5
43164,7
43165,2
43166,1
43167,11
43168,10
43169,12
43170,9
43171,5
43172,11
43173,2
43174,3
43175,12
43176,6
43177,1
43178,12
43179,10
43180,5
43181,4
43182,8
43183,3
43184,8
43185,4
43186,2
43187,11
43188,7
43189,9
43190,7
43191,12
43192,8
43193,6
43194,12
43195,9
43196,8
43197,9
43198,10
43199,7
43200,12
43201,7
43202,4
43203,8
43204,12
43205,6
43206,10
43207,7
43208,7
43209,12
43210,7
43211,4
43212,11
43213,7
43214,1
43215,9
43216,9
43217,8
43218,3
43219,12
43220,11
43221,12
43222,3
43223,11
43224,2
43225,11
43226,10
43227,11
43228,10
43229,11
43230,12
43231,6
43232,10
43233,6
43234,10
43235,3
43236,8
43237,12
43238,5
43239,8
43240,3
43241,1
43242,5
43243,8
43244,4
43245,10
43246,8
43247,9
43248,3
43249,4
43250,3
43251,12
43252,11
43253,11
43254,6
43255,5
43256,12
43257,8
43258,3
43259,1
43260,11
43261,1
43262,4
43263,9
43264,5
43265,3
43266,12
43267,11
43268,2
43269,10
43270,11
43271,3
43272,2
43273,11
43274,1
43275,6
43276,11
43277,7
43278,4
43279,9
43280,3
43281,12
43282,3
43283,3
43284,6
43285,6
43286,8
43287,7
43288,4
43289,11
43290,5
43291,11
43292,1
43293,3
43294,12
43295,12
43296,3
43297,12
43298,4
43299,10
43300,9
43301,10
43302,1
43303,12
43304,6
43305,12
43306,11
43307,8
43308,8
43309,8
43310,1
43311,11
43312,12
43313,3
43314,9
43315,9
43316,11
43317,9
43318,7
43319,6
43320,12
43321,8
43322,9
43323,11
43324,6
43325,6
43326,8
43327,9
43328,2
43329,9
43330,7
43331,11
43332,4
43333,12
43334,8
43335,8
43336,6
43337,10
43338,8
43339,10
43340,6
43341,4
43342,3
43343,6
43344,8
43345,2
43346,12
43347,6
43348,4
43349,11
43350,11
43351,1
43352,8
43353,8
43354,12
43355,10
43356,11
43357,6
43358,2
43359,4
43360,11
43361,8
43362,10
43363,12
43364,7
43365,11
43366,10
43367,11
43368,11
43369,11
43370,4
43371,8
43372,12
43373,9
43374,7
43375,2
43376,3
43377,4
43378,3
43379,3
43380,6
43381,2
43382,8
43383,8
43384,9
43385,12
43386,5
43387,9
43388,8
43389,5
43390,9
43391,5
43392,10
43393,8
43394,1
43395,10
43396,6
43397,11
43398,6
43399,3
43400,8
43401,6
43402,1
43403,4
43404,7
43405,11
43406,12
43407,10
43408,8
43409,10
43410,9
43411,11
43412,10
43413,11
43414,6
43415,9
43416,6
43417,3
43418,5
43419,11
43420,1
43421,11
43422,6
43423,3
43424,10
43425,7
43426,9
43427,12
43428,8
43429,1
43430,8
43431,11
43432,9
43433,8
43434,6
43435,1
43436,8
43437,2
43438,3
43439,8
43440,6
43441,2
43442,4
43443,4
43444,9
43445,4
43446,5
43447,11
43448,11
43449,11
43450,4
43451,10
43452,11
43453,5
43454,9
43455,2
43456,10
43457,3
43458,12
43459,5
43460,9
43461,5
43462,7
43463,11
43464,7
43465,11
43466,6
43467,5
43468,3
43469,3
43470,9
43471,8
43472,9
43473,9
43474,10
43475,5
43476,11
43477,10
43478,8
43479,9
43480,5
43481,12
43482,7
43483,11
43484,11
43485,4
43486,3
43487,9
43488,3
43489,1
43490,7
43491,1
43492,12
43493,9
43494,1
43495,5
43496,1
43497,6
43498,12
43499,5
43500,1
43501,9
43502,2
43503,3
43504,10
43505,2
43506,2
43507,3
43508,9
43509,3
43510,10
43511,8
43512,1
43513,3
43514,3
43515,1
43516,2
43517,11
43518,11
43519,7
43520,9
43521,8
43522,11
43523,5
43524,7
43525,5
43526,3
43527,6
43528,6
43529,11
43530,5
43531,9
43532,11
43533,7
43534,10
43535,6
43536,11
43537,3
43538,5
43539,2
43540,6
43541,4
43542,8
43543,4
43544,9
43545,5
43546,3
43547,8
43548,5
43549,12
43550,12
43551,11
43552,11
43553,9
43554,11
43555,5
43556,8
43557,10
43558,1
43559,10
43560,4
43561,4
43562,11
43563,10
43564,7
43565,9
43566,2
43567,6
43568,12
43569,4
43570,2
43571,10
43572,5
43573,3
43574,3
43575,11
43576,10
43577,7
43578,12
43579,10
43580,3
43581,9
43582,4
43583,10
43584,5
43585,9
43586,9
43587,7
43588,2
43589,3
43590,7
43591,11
43592,6
43593,2
43594,5
43595,6
43596,11
43597,4
43598,6
43599,3
43600,5
43601,9
43602,5
43603,12
43604,3
43605,6
43606,5
43607,4
43608,2
43609,12
43610,5
43611,11
43612,6
43613,3
43614,9
43615,7
43616,9
43617,2
43618,5
43619,8
43620,3
43621,8
43622,5
43623,11
43624,11
43625,11
43626,11
43627,5
43628,11
43629,5
43630,1
43631,9
43632,9
43633,10
43634,8
43635,5
43636,9
43637,12
43638,8
43639,5
43640,3
43641,6
43642,4
43643,11
43644,1
43645,8
43646,1
43647,6
43648,7
43649,9
43650,4
43651,12
43652,9
43653,9
43654,4
43655,8
43656,9
43657,10
43658,5
43659,6
43660,6
43661,8
43662,10
43663,10
43664,8
43665,4
43666,6
43667,1
43668,12
43669,4
43670,9
43671,10
43672,2
43673,1
43674,2
43675,2
43676,8
43677,8
43678,10
43679,11
43680,11
43681,10
43682,11
43683,5
43684,10
43685,10
43686,9
43687,6
43688,11
43689,8
43690,7
43691,3
43692,1
43693,9
43694,6
43695,5
43696,6
43697,1
43698,12
43699,6
43700,11
43701,8
43702,10
43703,10
43704,4
43705,10
43706,8
43707,10
43708,6
43709,1
43710,6
43711,8
43712,11
43713,6
43714,9
43715,2
43716,11
43717,7
43718,9
43719,4
43720,11
43721,4
43722,11
43723,11
43724,11
43725,11
43726,10
43727,1
43728,12
43729,3
43730,10
43731,9
43732,6
43733,4
43734,5
43735,12
43736,10
43737,10
43738,1
43739,10
43740,10
43741,6
43742,8
43743,1
43744,5
43745,12
43746,1
43747,11
43748,9
43749,3
43750,5
43751,11
43752,2
43753,9
43754,5
43755,12
43756,6
43757,5
43758,10
43759,12
43760,4
43761,8
43762,1
43763,9
43764,8
43765,8
43766,8
43767,6
43768,1
43769,9
43770,2
43771,1
43772,2
43773,12
43774,2
43775,11
43776,10
43777,12
43778,3
43779,11
43780,5
43781,3
43782,7
43783,2
43784,1
43785,10
43786,5
43787,1
43788,8
43789,6
43790,1
43791,6
43792,11
43793,9
43794,6
43795,12
43796,12
43797,6
43798,5
43799,1
43800,9
43801,5
43802,6
43803,5
43804,9
43805,7
43806,9
43807,9
43808,11
43809,3
43810,7
43811,7
43812,6
43813,10
43814,11
43815,8
43816,12
43817,12
43818,11
43819,5
43820,2
43821,3
43822,3
43823,5
43824,6
43825,7
43826,3
43827,12
43828,7
43829,3
43830,3
43831,2
43832,9
43833,10
43834,12
43835,4
43836,6
43837,3
43838,5
43839,12
43840,1
43841,12
43842,12
43843,6
43844,12
43845,6
43846,3
43847,4
43848,3
43849,8
43850,9
43851,6
43852,7
43853,11
43854,11
43855,6
43856,8
43857,12
43858,6
43859,11
43860,2
43861,5
43862,11
43863,12
43864,2
43865,12
43866,6
43867,4
43868,10
43869,6
43870,9
43871,11
43872,2
43873,5
43874,2
43875,6
43876,7
43877,3
43878,7
43879,9
43880,10
43881,4
43882,3
43883,11
43884,9
43885,2
43886,3
43887,1
43888,11
43889,9
43890,11
43891,8
43892,11
43893,5
43894,12
43895,3
43896,9
43897,12
43898,1
43899,3
43900,7
43901,7
43902,4
43903,7
43904,3
43905,3
43906,8
43907,11
43908,6
43909,10
43910,10
43911,11
43912,10
43913,9
43914,12
43915,6
43916,12
43917,12
43918,6
43919,8
43920,9
43921,7
43922,5
43923,3
43924,9
43925,5
43926,9
43927,11
43928,9
43929,10
43930,5
43931,5
43932,9
43933,4
43934,4
43935,8
43936,10
43937,10
43938,6
43939,9
43940,2
43941,6
43942,12
43943,4
43944,3
43945,4
43946,11
43947,10
43948,3
43949,11
43950,8
43951,7
43952,1
43953,1
43954,7
43955,1
43956,7
43957,6
43958,6
43959,3
43960,4
43961,12
43962,3
43963,7
43964,12
43965,8
43966,10
43967,8
43968,10
43969,4
43970,3
43971,6
43972,8
43973,11
43974,8
43975,9
43976,3
43977,3
43978,6
43979,4
43980,6
43981,12
43982,10
43983,11
43984,4
43985,11
43986,11
43987,2
43988,8
43989,4
43990,12
43991,5
43992,11
43993,8
43994,1
43995,6
43996,9
43997,12
43998,6
43999,1
44000,4
44001,11
44002,4
44003,4
44004,3
44005,4
44006,7
44007,3
44008,9
44009,1
44010,1
44011,10
44012,7
44013,10
44014,11
44015,12
44016,6
44017,4
44018,5
44019,11
44020,11
44021,6
44022,8
44023,8
44024,2
44025,11
44026,8
44027,9
44028,2
44029,4
44030,9
44031,11
44032,12
44033,10
44034,4
44035,1
44036,8
44037,5
44038,5
44039,11
44040,4
44041,10
44042,4
44043,4
44044,7
44045,4
44046,10
44047,12
44048,12
44049,1
44050,9
44051,9
44052,8
44053,5
44054,9
44055,2
44056,12
44057,4
44058,2
44059,3
44060,5
44061,9
44062,9
44063,12
44064,10
44065,9
44066,4
44067,12
44068,3
44069,11
44070,5
44071,2
44072,11
44073,8
44074,12
44075,11
44076,11
44077,7
44078,11
44079,11
44080,4
44081,6
44082,3
44083,12
44084,6
44085,10
44086,6
44087,9
44088,4
44089,11
44090,8
44091,11
44092,11
44093,8
44094,12
44095,5
44096,10
44097,9
44098,4
44099,5
44100,12
44101,8
44102,4
44103,11
44104,3
44105,3
44106,1
44107,1
44108,1
44109,11
44110,7
44111,11
44112,4
44113,11
44114,10
44115,6
44116,7
44117,10
44118,12
44119,3
44120,8
44121,10
44122,3
44123,10
44124,7
44125,10
44126,5
44127,11
44128,3
44129,7
44130,8
44131,6
44132,5
44133,11
44134,10
44135,12
44136,6
44137,5
44138,2
44139,2
44140,12
44141,3
44142,3
44143,2
44144,7
44145,6
44146,12
44147,10
44148,8
44149,2
44150,8
44151,12
44152,1
44153,11
44154,9
44155,7
44156,11
44157,6
44158,12
44159,3
44160,4
44161,5
44162,12
44163,6
44164,11
44165,6
44166,3
44167,6
44168,3
44169,11
44170,9
44171,3
44172,10
44173,2
44174,6
44175,6
44176,12
44177,3
44178,11
44179,10
44180,12
44181,12
44182,10
44183,2
44184,10
44185,1
44186,7
44187,5
44188,5
44189,5
44190,5
44191,8
44192,5
44193,6
44194,8
44195,3
44196,5
44197,11
44198,8
44199,3
44200,11
44201,11
44202,6
44203,11
44204,12
44205,9
44206,5
44207,8
44208,3
44209,8
44210,8
44211,12
44212,6
44213,6
44214,11
44215,2
44216,12
44217,8
44218,7
44219,5
44220,3
44221,10
44222,10
44223,1
44224,10
44225,11
44226,2
44227,8
44228,8
44229,8
44230,7
44231,11
44232,2
44233,3
44234,1
44235,12
44236,6
44237,11
44238,12
44239,9
44240,2
44241,7
44242,9
44243,3
44244,12
44245,9
44246,9
44247,10
44248,9
44249,2
44250,12
44251,5
44252,9
44253,9
44254,3
44255,11
44256,10
44257,7
44258,2
44259,3
44260,5
44261,8
44262,7
44263,9
44264,3
44265,10
44266,8
44267,9
44268,11
44269,11
44270,2
44271,1
44272,7
44273,4
44274,3
44275,4
44276,12
44277,9
44278,10
44279,6
44280,11
44281,2
44282,8
44283,11
44284,12
44285,9
44286,6
44287,9
44288,3
44289,12
44290,9
44291,11
44292,11
44293,9
44294,2
44295,3
44296,4
44297,11
44298,6
44299,12
44300,4
44301,4
44302,9
44303,10
44304,10
44305,5
44306,11
44307,10
44308,12
44309,12
44310,7
44311,1
44312,10
44313,5
44314,11
44315,6
44316,9
44317,10
44318,9
44319,9
44320,7
44321,7
44322,9
44323,11
44324,6
44325,5
44326,8
44327,2
44328,6
44329,2
44330,3
44331,5
44332,5
44333,5
44334,6
44335,12
44336,7
44337,10
44338,6
44339,4
44340,11
44341,11
44342,12
44343,6
44344,6
44345,6
44346,7
44347,3
44348,6
44349,7
44350,9
44351,7
44352,10
44353,10
44354,10
44355,9
44356,12
44357,10
44358,10
44359,11
44360,11
44361,8
44362,8
44363,10
44364,11
44365,10
44366,11
44367,1
44368,9
44369,5
44370,6
44371,9
44372,6
44373,12
44374,9
44375,1
44376,8
44377,2
44378,3
44379,10
44380,3
44381,1
44382,10
44383,11
44384,2
44385,8
44386,9
44387,6
44388,11
44389,4
44390,12
44391,6
44392,2
44393,8
44394,12
44395,9
44396,12
44397,10
44398,3
44399,7
44400,12
44401,2
44402,7
44403,11
44404,4
44405,3
44406,11
44407,12
44408,3
44409,6
44410,1
44411,9
44412,9
44413,9
44414,6
44415,6
44416,4
44417,4
44418,7
44419,2
44420,1
44421,11
44422,12
44423,12
44424,5
44425,9
44426,9
44427,5
44428,6
44429,10
44430,6
44431,10
44432,5
44433,5
44434,9
44435,4
44436,4
44437,12
44438,3
44439,9
44440,7
44441,9
44442,10
44443,3
44444,7
44445,1
44446,7
44447,8
44448,11
44449,4
44450,11
44451,8
44452,6
44453,7
44454,5
44455,10
44456,12
44457,9
44458,3
44459,6
44460,2
44461,12
44462,4
44463,7
44464,4
44465,11
44466,8
44467,12
44468,9
44469,9
44470,6
44471,12
44472,5
44473,10
44474,12
44475,3
44476,11
44477,10
44478,8
44479,5
44480,11
44481,3
44482,4
44483,4
44484,8
44485,10
44486,12
44487,3
44488,10
44489,12
44490,1
44491,11
44492,6
44493,2
44494,10
44495,6
44496,9
44497,10
44498,12
44499,10
44500,5
44501,2
44502,9
44503,4
44504,3
44505,4
44506,12
44507,11
44508,4
44509,10
44510,10
44511,12
44512,11
44513,5
44514,9
44515,5
44516,11
44517,1
44518,9
44519,9
44520,6
44521,11
44522,2
44523,11
44524,6
44525,12
44526,9
44527,9
44528,8
44529,3
44530,6
44531,3
44532,8
44533,10
44534,4
44535,9
44536,12
44537,10
44538,12
44539,2
44540,2
44541,11
44542,11
44543,2
44544,10
44545,11
44546,4
44547,6
44548,2
44549,10
44550,2
44551,9
44552,10
44553,4
44554,8
44555,8
44556,12
44557,2
44558,9
44559,2
44560,10
44561,8
44562,11
44563,8
44564,7
44565,1
44566,11
44567,5
44568,9
44569,7
44570,9
44571,1
44572,8
44573,8
44574,8
44575,8
44576,7
44577,6
44578,11
44579,5
44580,10
44581,1
44582,8
44583,9
44584,5
44585,3
44586,5
44587,10
44588,8
44589,9
44590,4
44591,3
44592,3
44593,9
44594,12
44595,12
44596,12
44597,12
44598,10
44599,5
44600,8
44601,7
44602,1
44603,8
44604,4
44605,10
44606,9
44607,1
44608,3
44609,9
44610,3
44611,12
44612,6
44613,10
44614,11
44615,6
44616,12
44617,5
44618,8
44619,10
44620,10
44621,9
44622,7
44623,2
44624,8
44625,11
44626,10
44627,7
44628,7
44629,1
44630,12
44631,7
44632,12
44633,12
44634,5
44635,9
44636,11
44637,5
44638,3
44639,8
44640,9
44641,10
44642,2
44643,9
44644,9
44645,10
44646,5
44647,8
44648,4
44649,3
44650,9
44651,11
44652,6
44653,10
44654,9
44655,3
44656,8
44657,9
44658,10
44659,2
44660,6
44661,3
44662,10
44663,12
44664,5
44665,5
44666,12
44667,12
44668,5
44669,5
44670,12
44671,10
44672,9
44673,7
44674,3
44675,7
44676,1
44677,8
44678,10
44679,6
44680,12
44681,10
44682,12
44683,10
44684,9
44685,1
44686,1
44687,10
44688,2
44689,3
44690,2
44691,10
44692,7
44693,3
44694,3
44695,1
44696,5
44697,10
44698,2
44699,6
44700,6
44701,2
44702,10
44703,11
44704,12
44705,9
44706,10
44707,9
44708,12
44709,12
44710,3
44711,8
44712,4
44713,1
44714,9
44715,11
44716,5
44717,6
44718,7
44719,8
44720,8
44721,1
44722,8
44723,3
44724,11
44725,1
44726,2
44727,10
44728,11
44729,5
44730,1
44731,7
44732,6
44733,8
44734,11
44735,4
44736,1
44737,10
44738,12
44739,6
44740,2
44741,8
44742,11
44743,1
44744,1
44745,10
44746,4
44747,4
44748,6
44749,10
44750,4
44751,5
44752,2
44753,9
44754,8
44755,8
44756,7
44757,11
44758,9
44759,10
44760,5
44761,2
44762,5
44763,4
44764,12
44765,12
44766,8
44767,9
44768,3
44769,9
44770,5
44771,8
44772,3
44773,7
44774,10
44775,6
44776,1
44777,4
44778,11
44779,8
44780,5
44781,10
44782,6
44783,12
44784,10
44785,10
44786,4
44787,2
44788,10
44789,8
44790,11
44791,1
44792,2
44793,12
44794,9
44795,9
44796,7
44797,8
44798,5
44799,11
44800,8
44801,3
44802,3
44803,4
44804,2
44805,11
44806,12
44807,9
44808,5
44809,12
44810,9
44811,2
44812,9
44813,7
44814,8
44815,8
44816,1
44817,12
44818,5
44819,11
44820,12
44821,5
44822,12
44823,11
44824,9
44825,10
44826,12
44827,12
44828,9
44829,10
44830,7
44831,8
44832,4
44833,3
44834,2
44835,9
44836,12
44837,8
44838,4
44839,8
44840,12
44841,10
44842,8
44843,6
44844,9
44845,6
44846,1
44847,12
44848,6
44849,8
44850,9
44851,4
44852,10
44853,4
44854,11
44855,2
44856,10
44857,8
44858,4
44859,12
44860,5
44861,6
44862,9
44863,5
44864,11
44865,8
44866,7
44867,6
44868,2
44869,5
44870,10
44871,11
44872,7
44873,12
44874,8
44875,4
44876,5
44877,11
44878,12
44879,5
44880,5
44881,3
44882,6
44883,1
44884,9
44885,3
44886,12
44887,7
44888,9
44889,10
44890,9
44891,11
44892,8
44893,11
44894,12
44895,7
44896,2
44897,2
44898,1
44899,12
44900,6
44901,4
44902,12
44903,8
44904,4
44905,4
44906,2
44907,7
44908,10
44909,11
44910,9
44911,12
44912,6
44913,8
44914,1
44915,2
44916,4
44917,7
44918,12
44919,12
44920,11
44921,7
44922,6
44923,5
44924,6
44925,8
44926,9
44927,1
44928,8
44929,8
44930,11
44931,9
44932,11
44933,7
44934,7
44935,2
44936,9
44937,7
44938,11
44939,9
44940,3
44941,7
44942,9
44943,11
44944,3
44945,9
44946,9
44947,1
44948,1
44949,12
44950,12
44951,3
44952,11
44953,8
44954,10
44955,11
44956,11
44957,4
44958,12
44959,11
44960,3
44961,11
44962,9
44963,6
44964,8
44965,3
44966,2
44967,12
44968,2
44969,12
44970,7
44971,3
44972,5
44973,10
44974,8
44975,2
44976,12
44977,3
44978,5
44979,8
44980,10
44981,7
44982,5
44983,11
44984,9
44985,11
44986,3
44987,5
44988,3
44989,5
44990,5
44991,3
44992,7
44993,8
44994,4
44995,4
44996,4
44997,10
44998,11
44999,9
45000,2
45001,5
45002,9
45003,6
45004,6
45005,7
45006,2
45007,6
45008,6
45009,5
45010,8
45011,7
45012,12
45013,11
45014,3
45015,4
45016,3
45017,10
45018,4
45019,4
45020,1
45021,12
45022,8
45023,12
45024,1
45025,10
45026,9
45027,6
45028,10
45029,10
45030,3
45031,12
45032,9
45033,9
45034,6
45035,12
45036,11
45037,6
45038,6
45039,11
45040,8
45041,12
45042,4
45043,9
45044,9
45045,6
45046,12
45047,11
45048,12
45049,6
45050,6
45051,5
45052,10
45053,4
45054,9
45055,1
45056,8
45057,5
45058,9
45059,12
45060,11
45061,12
45062,3
45063,4
45064,9
45065,5
45066,5
45067,10
45068,8
45069,3
45070,10
45071,8
45072,5
45073,1
45074,9
45075,3
45076,1
45077,10
45078,10
45079,4
45080,12
45081,5
45082,9
45083,7
45084,7
45085,12
45086,4
45087,1
45088,7
45089,10
45090,9
45091,12
45092,5
45093,6
45094,5
45095,4
45096,10
45097,9
45098,7
45099,4
45100,7
45101,10
45102,9
45103,1
45104,9
45105,11
45106,7
45107,8
45108,11
45109,8
45110,8
45111,10
45112,3
45113,10
45114,4
45115,8
45116,1
45117,7
45118,3
45119,9
45120,4
45121,8
45122,9
45123,3
45124,9
45125,5
45126,2
45127,3
45128,10
45129,11
45130,10
45131,2
45132,11
45133,5
45134,10
45135,8
45136,10
45137,11
45138,5
45139,9
45140,4
45141,8
45142,3
45143,4
45144,1
45145,7
45146,2
45147,3
45148,1
45149,12
45150,11
45151,3
45152,12
45153,6
45154,9
45155,9
45156,5
45157,10
45158,7
45159,8
45160,2
45161,2
45162,9
45163,3
45164,12
45165,11
45166,12
45167,6
45168,12
45169,7
45170,11
45171,12
45172,3
45173,3
45174,3
45175,7
45176,12
45177,6
45178,5
45179,10
45180,4
45181,9
45182,11
45183,6
45184,6
45185,1
45186,8
45187,3
45188,9
45189,1
45190,1
45191,1
45192,1
45193,7
45194,3
45195,2
45196,9
45197,7
45198,9
45199,11
45200,12
45201,10
45202,6
45203,11
45204,4
45205,3
45206,3
45207,1
45208,12
45209,7
45210,9
45211,4
45212,3
45213,8
45214,8
45215,4
45216,12
45217,10
45218,3
45219,6
45220,7
45221,5
45222,5
45223,11
45224,12
45225,4
45226,1
45227,2
45228,3
45229,11
45230,7
45231,8
45232,8
45233,6
45234,11
45235,11
45236,4
45237,8
45238,4
45239,12
45240,6
45241,1
45242,9
45243,10
45244,10
45245,1
45246,4
45247,9
45248,11
45249,4
45250,2
45251,11
45252,9
45253,1
45254,5
45255,10
45256,8
45257,4
45258,5
45259,3
45260,9
45261,9
45262,9
45263,9
45264,11
45265,11
45266,8
45267,2
45268,2
45269,12
45270,6
45271,11
45272,9
45273,2
45274,5
45275,2
45276,3
45277,8
45278,8
45279,8
45280,7
45281,1
45282,9
45283,11
45284,2
45285,6
45286,7
45287,6
45288,6
45289,11
45290,9
45291,2
45292,5
45293,3
45294,4
45295,9
45296,1
45297,9
45298,7
45299,2
45300,11
45301,8
45302,4
45303,2
45304,8
45305,5
45306,4
45307,12
45308,7
45309,11
45310,5
45311,10
45312,8
45313,3
45314,2
45315,8
45316,3
45317,7
45318,11
45319,5
45320,5
45321,9
45322,7
45323,3
45324,1
45325,3
45326,7
45327,10
45328,12
45329,9
45330,4
45331,12
45332,8
45333,4
45334,2
45335,7
45336,1
45337,9
45338,11
45339,12
45340,9
45341,6
45342,2
45343,2
45344,8
45345,9
45346,6
45347,6
45348,9
45349,1
45350,10
45351,5
45352,11
45353,11
45354,8
45355,5
45356,9
45357,12
45358,7
45359,6
45360,3
45361,9
45362,12
45363,8
45364,10
45365,7
45366,10
45367,10
45368,10
45369,3
45370,8
45371,12
45372,5
45373,12
45374,5
45375,11
45376,7
45377,3
45378,6
45379,11
45380,10
45381,12
45382,4
45383,12
45384,10
45385,11
45386,8
45387,12
45388,10
45389,8
45390,9
45391,6
45392,10
45393,5
45394,8
45395,9
45396,5
45397,12
45398,2
45399,8
45400,5
45401,10
45402,9
45403,8
45404,2
45405,10
45406,4
45407,9
45408,6
45409,3
45410,7
45411,6
45412,5
45413,9
45414,12
45415,10
45416,4
45417,6
45418,11
45419,5
45420,10
45421,10
45422,4
45423,8
45424,2
45425,11
45426,10
45427,4
45428,8
45429,10
45430,8
45431,4
45432,12
45433,11
45434,11
45435,12
45436,6
45437,10
45438,12
45439,10
45440,6
45441,5
45442,5
45443,12
45444,1
45445,11
45446,5
45447,8
45448,12
45449,8
45450,6
45451,3
45452,7
45453,10
45454,9
45455,5
45456,9
45457,8
45458,4
45459,9
45460,3
45461,11
45462,12
45463,6
45464,10
45465,7
45466,4
45467,3
45468,10
45469,4
45470,7
45471,1
45472,2
45473,9
45474,7
45475,1
45476,1
45477,1
45478,1
45479,1
45480,5
45481,7
45482,9
45483,12
45484,11
45485,10
45486,7
45487,11
45488,11
45489,2
45490,9
45491,11
45492,5
45493,10
45494,7
45495,6
45496,5
45497,6
45498,4
45499,12
45500,5
45501,12
45502,5
45503,10
45504,5
45505,10
45506,3
45507,11
45508,12
45509,5
45510,6
45511,8
45512,12
45513,12
45514,4
45515,6
45516,6
45517,12
45518,9
45519,2
45520,12
45521,8
45522,7
45523,11
45524,9
45525,3
45526,11
45527,6
45528,8
45529,10
45530,4
45531,6
45532,9
45533,3
45534,1
45535,8
45536,4
45537,4
45538,11
45539,8
45540,2
45541,5
45542,9
45543,9
45544,5
45545,1
45546,6
45547,8
45548,11
45549,7
45550,11
45551,8
45552,10
45553,4
45554,6
45555,11
45556,8
45557,6
45558,9
45559,12
45560,9
45561,1
45562,4
45563,8
45564,12
45565,9
45566,2
45567,11
45568,4
45569,5
45570,3
45571,4
45572,1
45573,12
45574,11
45575,12
45576,11
45577,6
45578,1
45579,9
45580,3
45581,12
45582,10
45583,9
45584,2
45585,4
45586,12
45587,3
45588,5
45589,12
45590,4
45591,9
45592,4
45593,7
45594,5
45595,6
45596,4
45597,10
45598,9
45599,12
45600,10
45601,6
45602,11
45603,5
45604,1
45605,5
45606,5
45607,9
45608,6
45609,5
45610,5
45611,6
45612,11
45613,8
45614,7
45615,10
45616,10
45617,1
45618,10
45619,8
45620,12
45621,10
45622,7
45623,3
45624,2
45625,9
45626,7
45627,9
45628,12
45629,11
45630,12
45631,9
45632,5
45633,1
45634,3
45635,1
45636,5
45637,8
45638,8
45639,11
45640,9
45641,8
45642,2
45643,11
45644,6
45645,5
45646,8
45647,6
45648,10
45649,3
45650,3
45651,4
45652,4
45653,6
45654,10
45655,11
45656,5
45657,1
45658,6
45659,6
45660,10
45661,7
45662,8
45663,7
45664,6
45665,6
45666,7
45667,11
45668,12
45669,7
45670,3
45671,11
45672,6
45673,4
45674,5
45675,12
45676,7
45677,8
45678,3
45679,1
45680,3
45681,10
45682,1
45683,7
45684,10
45685,6
45686,2
45687,12
45688,10
45689,10
45690,8
45691,9
45692,10
45693,9
45694,3
45695,12
45696,6
45697,6
45698,4
45699,1
45700,11
45701,12
45702,5
45703,9
45704,6
45705,12
45706,9
45707,4
45708,12
45709,11
45710,11
45711,7
45712,10
45713,12
45714,11
45715,10
45716,12
45717,12
45718,11
45719,11
45720,7
45721,5
45722,10
45723,9
45724,12
45725,11
45726,12
45727,3
45728,8
45729,6
45730,1
45731,5
